"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"-0.4016","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV12_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV12_Mesorhizobium","",""
"0.448","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV1191_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV1191_unknown","",""
"0.4325","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV119_Rhizobacter","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV119_Rhizobacter","",""
"-0.3476","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV118_Mesorhizobium","","0.005","false","interacts with","ASV733_unknown (interacts with) ASV118_Mesorhizobium","",""
"0.4524","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV117_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV117_ANPR","",""
"-0.3933","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV11_unknown","",""
"0.4351","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV109_Mesorhizobium","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV109_Mesorhizobium","",""
"-0.4026","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV106_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV106_Mesorhizobium","",""
"-0.4074","Strong","Negative","Negative_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV68_Mesorhizobium","","0.004","false","interacts with","ASV717_Pseudomonas (interacts with) ASV68_Mesorhizobium","",""
"0.5729","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV626_Azorhizophilus","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV626_Azorhizophilus","",""
"-0.4259","Strong","Negative","Negative_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV61_ANPR","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV61_ANPR","",""
"0.3337","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV6_Mesorhizobium","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV6_Mesorhizobium","",""
"0.5264","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV591_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV591_unknown","",""
"0.4361","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV57_Pseudomonas","","0.002","false","interacts with","ASV717_Pseudomonas (interacts with) ASV57_Pseudomonas","",""
"0.5683","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV498_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV498_unknown","",""
"-0.3426","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV49_ANPR","","0.007","false","interacts with","ASV717_Pseudomonas (interacts with) ASV49_ANPR","",""
"0.4345","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV48_Pseudomonas","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV48_Pseudomonas","",""
"0.3617","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV47_Mesorhizobium","","0.003","false","interacts with","ASV717_Pseudomonas (interacts with) ASV47_Mesorhizobium","",""
"0.3769","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV458_unknown","","0.003","false","interacts with","ASV717_Pseudomonas (interacts with) ASV458_unknown","",""
"0.4069","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV426_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV426_unknown","",""
"0.6196","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV421_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV421_unknown","",""
"0.3607","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV4_Mesorhizobium","","0.003","false","interacts with","ASV717_Pseudomonas (interacts with) ASV4_Mesorhizobium","",""
"0.6082","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV396_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV396_unknown","",""
"0.6044","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV392_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV392_unknown","",""
"-0.3874","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV39_unknown","","0.002","false","interacts with","ASV717_Pseudomonas (interacts with) ASV39_unknown","",""
"0.6015","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV386_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV386_unknown","",""
"0.5958","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV375_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV375_unknown","",""
"0.3548","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV35_Mesorhizobium","","0.009","false","interacts with","ASV717_Pseudomonas (interacts with) ASV35_Mesorhizobium","",""
"0.5254","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV343_Mesorhizobium","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV343_Mesorhizobium","",""
"-0.3399","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV31_Mesorhizobium","","0.01","false","interacts with","ASV717_Pseudomonas (interacts with) ASV31_Mesorhizobium","",""
"0.6075","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV307_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV307_unknown","",""
"0.5799","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV28_Pseudomonas","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV28_Pseudomonas","",""
"0.5741","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV274_Mesorhizobium","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV274_Mesorhizobium","",""
"-0.3356","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV27_unknown","","0.005","false","interacts with","ASV717_Pseudomonas (interacts with) ASV27_unknown","",""
"-0.3965","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV261_ANPR","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV261_ANPR","",""
"-0.3281","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV21_ANPR","","0.009","false","interacts with","ASV717_Pseudomonas (interacts with) ASV21_ANPR","",""
"-0.465","Strong","Negative","Negative_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV178_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV178_unknown","",""
"-0.4006","Strong","Negative","Negative_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV176_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV176_unknown","",""
"-0.358","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV162_ANPR","","0.004","false","interacts with","ASV717_Pseudomonas (interacts with) ASV162_ANPR","",""
"-0.3874","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV15_Mesorhizobium","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV15_Mesorhizobium","",""
"0.651","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV146_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV146_unknown","",""
"0.6333","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV145_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV145_unknown","",""
"0.4129","Strong","Positive","Positive_Strong","interacts with","","","ASV717_Pseudomonas (interacts with) ASV141_Pseudomonas","","0.005","false","interacts with","ASV717_Pseudomonas (interacts with) ASV141_Pseudomonas","",""
"-0.3211","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV139_ANPR","","0.006","false","interacts with","ASV717_Pseudomonas (interacts with) ASV139_ANPR","",""
"-0.3741","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV126_unknown","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV126_unknown","",""
"0.3815","Weak","Positive","Positive_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV112_Mesorhizobium","","0.005","false","interacts with","ASV717_Pseudomonas (interacts with) ASV112_Mesorhizobium","",""
"-0.3831","Weak","Negative","Negative_Weak","interacts with","","","ASV717_Pseudomonas (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV717_Pseudomonas (interacts with) ASV106_Mesorhizobium","",""
"-0.3071","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV68_Mesorhizobium","","0.001","false","interacts with","ASV70_Caulobacter (interacts with) ASV68_Mesorhizobium","",""
"-0.2908","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV67_Mesorhizobium","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV67_Mesorhizobium","",""
"-0.3131","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV64_Mesorhizobium","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV64_Mesorhizobium","",""
"-0.3983","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV61_ANPR","","0.001","false","interacts with","ASV70_Caulobacter (interacts with) ASV61_ANPR","",""
"-0.305","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV60_Mesorhizobium","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV60_Mesorhizobium","",""
"0.4017","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV519_Methylovorus","","0.001","false","interacts with","ASV70_Caulobacter (interacts with) ASV519_Methylovorus","",""
"-0.3373","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV41_unknown","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV41_unknown","",""
"0.4535","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV391_Duganella","","5.0E-4","false","interacts with","ASV70_Caulobacter (interacts with) ASV391_Duganella","",""
"-0.3243","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV39_unknown","","0.001","false","interacts with","ASV70_Caulobacter (interacts with) ASV39_unknown","",""
"-0.2881","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV37_unknown","","0.002","false","interacts with","ASV70_Caulobacter (interacts with) ASV37_unknown","",""
"-0.2821","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV34_ANPR","","0.006","false","interacts with","ASV70_Caulobacter (interacts with) ASV34_ANPR","",""
"-0.2955","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV33_ANPR","","0.004","false","interacts with","ASV70_Caulobacter (interacts with) ASV33_ANPR","",""
"0.4502","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV315_Duganella","","0.002","false","interacts with","ASV70_Caulobacter (interacts with) ASV315_Duganella","",""
"-0.2931","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV31_Mesorhizobium","","0.004","false","interacts with","ASV70_Caulobacter (interacts with) ASV31_Mesorhizobium","",""
"-0.2872","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV27_unknown","","0.005","false","interacts with","ASV70_Caulobacter (interacts with) ASV27_unknown","",""
"0.4252","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV249_Duganella","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV249_Duganella","",""
"0.4856","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV234_Achromobacter","","5.0E-4","false","interacts with","ASV70_Caulobacter (interacts with) ASV234_Achromobacter","",""
"0.4794","Strong","Positive","Positive_Strong","interacts with","","","ASV70_Caulobacter (interacts with) ASV229_Achromobacter","","5.0E-4","false","interacts with","ASV70_Caulobacter (interacts with) ASV229_Achromobacter","",""
"-0.2865","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV21_ANPR","","0.007","false","interacts with","ASV70_Caulobacter (interacts with) ASV21_ANPR","",""
"-0.3008","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV202_unknown","","0.004","false","interacts with","ASV70_Caulobacter (interacts with) ASV202_unknown","",""
"-0.2883","Weak","Negative","Negative_Weak","interacts with","","","ASV70_Caulobacter (interacts with) ASV18_ANPR","","0.003","false","interacts with","ASV70_Caulobacter (interacts with) ASV18_ANPR","",""
