Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV879_Mesorhizobium	ASV197_Mesorhizobium	0.005	0.3536	Positive	Weak	Positive_Weak
ASV89_ANPR	ASV197_Mesorhizobium	0.001	-0.5058	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV197_Mesorhizobium	0.004	-0.4568	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV197_Mesorhizobium	0.01	0.3279	Positive	Weak	Positive_Weak
ASV95_ANPR	ASV197_Mesorhizobium	0.003	-0.4475	Negative	Strong	Negative_Strong
ASV215_Mesorhizobium	ASV2_Mesorhizobium	0.007	-0.367	Negative	Weak	Negative_Weak
ASV249_Duganella	ASV2_Mesorhizobium	0.007	0.3155	Positive	Weak	Positive_Weak
ASV315_Duganella	ASV2_Mesorhizobium	0.008	0.3251	Positive	Weak	Positive_Weak
ASV4_Mesorhizobium	ASV2_Mesorhizobium	0.001	0.6238	Positive	Strong	Positive_Strong
ASV426_unknown	ASV2_Mesorhizobium	0.005	0.2932	Positive	Weak	Positive_Weak
ASV451_ANPR	ASV2_Mesorhizobium	0.005	0.3327	Positive	Weak	Positive_Weak
ASV458_unknown	ASV2_Mesorhizobium	0.003	0.3021	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV2_Mesorhizobium	0.01	0.3434	Positive	Weak	Positive_Weak
ASV560_unknown	ASV2_Mesorhizobium	0.006	0.3121	Positive	Weak	Positive_Weak
ASV57_Pseudomonas	ASV2_Mesorhizobium	0.009	0.3613	Positive	Weak	Positive_Weak
ASV71_unknown	ASV2_Mesorhizobium	0.004	-0.4752	Negative	Strong	Negative_Strong
ASV21_ANPR	ASV202_unknown	0.001	0.6613	Positive	Strong	Positive_Strong
ASV215_Mesorhizobium	ASV202_unknown	0.002	0.5174	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV202_unknown	0.006	-0.3097	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV202_unknown	0.003	-0.4449	Negative	Strong	Negative_Strong
ASV244_ANPR	ASV202_unknown	0.003	-0.3207	Negative	Weak	Negative_Weak
ASV247_Mesorhizobium	ASV202_unknown	0.001	-0.4347	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV202_unknown	0.009	-0.2931	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV202_unknown	0.001	-0.4506	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV202_unknown	0.003	-0.3829	Negative	Weak	Negative_Weak
ASV27_unknown	ASV202_unknown	0.001	0.6867	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV202_unknown	0.001	-0.4353	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV202_unknown	0.004	-0.3646	Negative	Weak	Negative_Weak
ASV3_ANPR	ASV202_unknown	0.002	0.4463	Positive	Strong	Positive_Strong
ASV31_Mesorhizobium	ASV202_unknown	0.001	0.6752	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV202_unknown	0.001	-0.4551	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV202_unknown	0.001	0.6543	Positive	Strong	Positive_Strong
ASV34_ANPR	ASV202_unknown	0.001	0.6565	Positive	Strong	Positive_Strong
ASV348_unknown	ASV202_unknown	0.002	-0.4067	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV202_unknown	0.001	-0.4384	Negative	Strong	Negative_Strong
ASV37_unknown	ASV202_unknown	0.001	0.6726	Positive	Strong	Positive_Strong
ASV39_unknown	ASV202_unknown	0.002	0.5779	Positive	Strong	Positive_Strong
ASV41_unknown	ASV202_unknown	0.001	0.7776	Positive	Strong	Positive_Strong
ASV426_unknown	ASV202_unknown	0.001	-0.3582	Negative	Weak	Negative_Weak
ASV458_unknown	ASV202_unknown	0.001	-0.3274	Negative	Weak	Negative_Weak
ASV49_ANPR	ASV202_unknown	0.003	0.4889	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV202_unknown	0.005	-0.39	Negative	Weak	Negative_Weak
ASV51_Mesorhizobium	ASV202_unknown	0.002	-0.4177	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV202_unknown	0.004	-0.4156	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV202_unknown	0.001	-0.4523	Negative	Strong	Negative_Strong
ASV59_ANPR	ASV202_unknown	0.003	-0.4295	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV202_unknown	0.001	-0.4776	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV202_unknown	0.009	0.4395	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV202_unknown	0.002	0.5443	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV202_unknown	0.009	-0.3044	Negative	Weak	Negative_Weak
ASV63_unknown	ASV202_unknown	0.002	-0.4099	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV202_unknown	0.001	0.6525	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV202_unknown	0.001	-0.4496	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV202_unknown	0.001	0.7318	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV202_unknown	0.002	0.527	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV202_unknown	0.004	-0.3008	Negative	Weak	Negative_Weak
ASV71_unknown	ASV202_unknown	0.001	0.6343	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV202_unknown	0.002	0.5019	Positive	Strong	Positive_Strong
ASV733_unknown	ASV202_unknown	0.004	-0.3802	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV202_unknown	0.001	0.7389	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV202_unknown	0.002	-0.3722	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV202_unknown	0.002	0.512	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV202_unknown	0.01	-0.2716	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV202_unknown	0.001	0.7883	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV202_unknown	0.001	0.5122	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV202_unknown	0.001	0.5265	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV202_unknown	0.001	0.7506	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV202_unknown	0.001	0.6435	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV202_unknown	0.006	0.4472	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV202_unknown	0.001	-0.4157	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV202_unknown	0.001	-0.4253	Negative	Strong	Negative_Strong
ASV89_ANPR	ASV202_unknown	0.001	0.5279	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV202_unknown	0.001	0.6612	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV202_unknown	0.001	-0.4337	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV202_unknown	0.009	-0.3013	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV202_unknown	0.001	0.5025	Positive	Strong	Positive_Strong
ASV97_ANPR	ASV202_unknown	0.002	-0.4536	Negative	Strong	Negative_Strong
ASV217_Mesorhizobium	ASV21_ANPR	0.001	-0.384	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV21_ANPR	0.001	-0.5027	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV21_ANPR	0.001	-0.3606	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV21_ANPR	0.001	-0.4255	Negative	Strong	Negative_Strong
ASV247_Mesorhizobium	ASV21_ANPR	0.001	-0.4855	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV21_ANPR	0.001	-0.4045	Negative	Strong	Negative_Strong
ASV254_ANPR	ASV21_ANPR	0.001	-0.5271	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV21_ANPR	0.001	-0.4371	Negative	Strong	Negative_Strong
ASV261_ANPR	ASV21_ANPR	0.001	0.6169	Positive	Strong	Positive_Strong
ASV27_unknown	ASV21_ANPR	0.001	0.9255	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV21_ANPR	0.001	-0.5109	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV21_ANPR	0.002	-0.4873	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV21_ANPR	0.001	0.7975	Positive	Strong	Positive_Strong
ASV307_unknown	ASV21_ANPR	0.002	-0.3706	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV21_ANPR	0.001	0.9068	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV21_ANPR	0.001	-0.5103	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV21_ANPR	0.001	0.9125	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV21_ANPR	0.001	-0.3478	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV21_ANPR	0.001	0.9062	Positive	Strong	Positive_Strong
ASV348_unknown	ASV21_ANPR	0.001	-0.5107	Negative	Strong	Negative_Strong
ASV35_Mesorhizobium	ASV21_ANPR	0.001	-0.5692	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV21_ANPR	0.001	-0.4705	Negative	Strong	Negative_Strong
ASV37_unknown	ASV21_ANPR	0.001	0.9123	Positive	Strong	Positive_Strong
ASV375_unknown	ASV21_ANPR	0.004	-0.3852	Negative	Weak	Negative_Weak
ASV386_unknown	ASV21_ANPR	0.002	-0.3491	Negative	Weak	Negative_Weak
ASV39_unknown	ASV21_ANPR	0.001	0.8863	Positive	Strong	Positive_Strong
ASV41_unknown	ASV21_ANPR	0.001	0.8732	Positive	Strong	Positive_Strong
ASV421_unknown	ASV21_ANPR	0.001	-0.3989	Negative	Weak	Negative_Weak
ASV426_unknown	ASV21_ANPR	0.001	-0.4371	Negative	Strong	Negative_Strong
ASV43_unknown	ASV21_ANPR	0.005	-0.3596	Negative	Weak	Negative_Weak
ASV458_unknown	ASV21_ANPR	0.001	-0.4341	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV21_ANPR	0.006	-0.4929	Negative	Strong	Negative_Strong
ASV48_Pseudomonas	ASV21_ANPR	0.004	-0.3971	Negative	Weak	Negative_Weak
ASV49_ANPR	ASV21_ANPR	0.001	0.773	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV21_ANPR	0.001	-0.4674	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV21_ANPR	0.001	-0.5033	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV21_ANPR	0.001	-0.4932	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV21_ANPR	0.001	-0.5159	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV21_ANPR	0.002	-0.3821	Negative	Weak	Negative_Weak
ASV569_unknown	ASV21_ANPR	0.007	-0.3267	Negative	Weak	Negative_Weak
ASV57_Pseudomonas	ASV21_ANPR	0.001	-0.4084	Negative	Strong	Negative_Strong
ASV58_ANPR	ASV21_ANPR	0.001	-0.383	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV21_ANPR	0.001	-0.493	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV21_ANPR	0.001	-0.6218	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV21_ANPR	0.001	0.6286	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV21_ANPR	0.001	0.7054	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV21_ANPR	0.001	-0.4044	Negative	Strong	Negative_Strong
ASV63_unknown	ASV21_ANPR	0.001	-0.4717	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV21_ANPR	0.001	0.688	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV21_ANPR	0.001	-0.5161	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV21_ANPR	0.001	0.7183	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV21_ANPR	0.001	0.8532	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV21_ANPR	0.007	-0.2865	Negative	Weak	Negative_Weak
ASV717_Pseudomonas	ASV21_ANPR	0.009	-0.3281	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV21_ANPR	0.001	0.7639	Positive	Strong	Positive_Strong
ASV733_unknown	ASV21_ANPR	0.001	-0.4272	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV21_ANPR	0.001	0.8589	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV21_ANPR	0.001	-0.4215	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV21_ANPR	0.001	0.841	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV21_ANPR	0.002	-0.2972	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV21_ANPR	0.001	0.7643	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV21_ANPR	0.001	0.824	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV21_ANPR	0.001	0.7913	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV21_ANPR	0.001	0.8368	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV21_ANPR	0.001	0.6377	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV21_ANPR	0.001	0.7777	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV21_ANPR	0.001	-0.4775	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV21_ANPR	0.001	-0.5017	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV21_ANPR	0.004	-0.4337	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV21_ANPR	0.001	-0.3861	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV21_ANPR	0.001	0.8024	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV21_ANPR	0.001	0.923	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV21_ANPR	0.001	-0.474	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV21_ANPR	0.001	-0.387	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV21_ANPR	0.001	0.8556	Positive	Strong	Positive_Strong
ASV954_unknown	ASV21_ANPR	0.002	-0.3435	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV21_ANPR	0.001	-0.4937	Negative	Strong	Negative_Strong
ASV98_unknown	ASV21_ANPR	0.001	-0.3935	Negative	Weak	Negative_Weak
ASV306_Mesorhizobium	ASV215_Mesorhizobium	0.002	0.4465	Positive	Strong	Positive_Strong
ASV4_Mesorhizobium	ASV215_Mesorhizobium	0.007	-0.3877	Negative	Weak	Negative_Weak
ASV41_unknown	ASV215_Mesorhizobium	0.01	0.3833	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV215_Mesorhizobium	0.007	0.4418	Positive	Strong	Positive_Strong
ASV71_unknown	ASV215_Mesorhizobium	0.001	0.5592	Positive	Strong	Positive_Strong
ASV76_Mesorhizobium	ASV215_Mesorhizobium	0.002	0.4741	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV215_Mesorhizobium	0.001	0.4382	Positive	Strong	Positive_Strong
ASV852_Mesorhizobium	ASV215_Mesorhizobium	0.001	0.5686	Positive	Strong	Positive_Strong
ASV231_Mesorhizobium	ASV217_Mesorhizobium	5e-04	0.4935	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV217_Mesorhizobium	5e-04	0.521	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV217_Mesorhizobium	5e-04	0.5375	Positive	Strong	Positive_Strong
ASV27_unknown	ASV217_Mesorhizobium	0.001	-0.4018	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV217_Mesorhizobium	0.002	-0.4015	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV217_Mesorhizobium	0.001	-0.3859	Negative	Weak	Negative_Weak
ASV33_ANPR	ASV217_Mesorhizobium	0.001	-0.3789	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV217_Mesorhizobium	0.001	-0.3919	Negative	Weak	Negative_Weak
ASV35_Mesorhizobium	ASV217_Mesorhizobium	0.009	0.3048	Positive	Weak	Positive_Weak
ASV37_unknown	ASV217_Mesorhizobium	0.001	-0.4012	Negative	Strong	Negative_Strong
ASV39_unknown	ASV217_Mesorhizobium	0.001	-0.3883	Negative	Weak	Negative_Weak
ASV41_unknown	ASV217_Mesorhizobium	0.002	-0.4302	Negative	Strong	Negative_Strong
ASV43_unknown	ASV217_Mesorhizobium	5e-04	0.5517	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV217_Mesorhizobium	0.001	-0.3626	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV217_Mesorhizobium	0.0014	0.5524	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV217_Mesorhizobium	5e-04	0.5073	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV217_Mesorhizobium	0.002	0.3066	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV217_Mesorhizobium	0.002	-0.4194	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV217_Mesorhizobium	0.001	-0.3696	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV217_Mesorhizobium	0.002	-0.3387	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV217_Mesorhizobium	0.001	-0.4242	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV217_Mesorhizobium	0.002	-0.3543	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV217_Mesorhizobium	0.002	-0.3786	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV217_Mesorhizobium	0.002	-0.4028	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV217_Mesorhizobium	0.002	-0.3447	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV217_Mesorhizobium	0.002	-0.3564	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV217_Mesorhizobium	0.001	-0.3321	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV217_Mesorhizobium	0.001	-0.4107	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV217_Mesorhizobium	0.0014	0.5165	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV217_Mesorhizobium	0.001	-0.3717	Negative	Weak	Negative_Weak
ASV98_unknown	ASV217_Mesorhizobium	5e-04	0.556	Positive	Strong	Positive_Strong
ASV451_ANPR	ASV218_Variovorax	0.009	0.342	Positive	Weak	Positive_Weak
ASV954_unknown	ASV218_Variovorax	0.001	0.5719	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.6162	Positive	Strong	Positive_Strong
ASV254_ANPR	ASV22_Mesorhizobium	0.001	0.6212	Positive	Strong	Positive_Strong
ASV26_Mesorhizobium	ASV22_Mesorhizobium	0.007	0.5933	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV22_Mesorhizobium	0.008	-0.4053	Negative	Strong	Negative_Strong
ASV27_unknown	ASV22_Mesorhizobium	0.001	-0.4872	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV22_Mesorhizobium	0.002	0.5826	Positive	Strong	Positive_Strong
ASV292_Mesorhizobium	ASV22_Mesorhizobium	0.005	0.4017	Positive	Strong	Positive_Strong
ASV3_ANPR	ASV22_Mesorhizobium	0.002	-0.5131	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV22_Mesorhizobium	0.001	-0.5105	Negative	Strong	Negative_Strong
ASV32_ANPR	ASV22_Mesorhizobium	0.001	0.7646	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV22_Mesorhizobium	0.001	-0.4977	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV22_Mesorhizobium	0.001	-0.5326	Negative	Strong	Negative_Strong
ASV348_unknown	ASV22_Mesorhizobium	0.001	0.6098	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.7239	Positive	Strong	Positive_Strong
ASV37_unknown	ASV22_Mesorhizobium	0.001	-0.5063	Negative	Strong	Negative_Strong
ASV39_unknown	ASV22_Mesorhizobium	0.001	-0.5256	Negative	Strong	Negative_Strong
ASV41_unknown	ASV22_Mesorhizobium	0.001	-0.5052	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV22_Mesorhizobium	0.001	-0.5376	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV22_Mesorhizobium	0.001	0.7061	Positive	Strong	Positive_Strong
ASV51_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.7199	Positive	Strong	Positive_Strong
ASV53_ANPR	ASV22_Mesorhizobium	0.001	0.6936	Positive	Strong	Positive_Strong
ASV55_ANPR	ASV22_Mesorhizobium	0.001	0.7195	Positive	Strong	Positive_Strong
ASV569_unknown	ASV22_Mesorhizobium	0.006	0.4019	Positive	Strong	Positive_Strong
ASV59_ANPR	ASV22_Mesorhizobium	0.001	0.7057	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.3877	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV22_Mesorhizobium	0.002	-0.4419	Negative	Strong	Negative_Strong
ASV63_unknown	ASV22_Mesorhizobium	0.002	0.631	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV22_Mesorhizobium	0.001	-0.5034	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.7087	Positive	Strong	Positive_Strong
ASV67_Mesorhizobium	ASV22_Mesorhizobium	0.001	-0.4846	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV22_Mesorhizobium	0.002	-0.431	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV22_Mesorhizobium	0.001	-0.4746	Negative	Strong	Negative_Strong
ASV733_unknown	ASV22_Mesorhizobium	0.004	0.4825	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV22_Mesorhizobium	0.001	-0.5555	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV22_Mesorhizobium	0.005	0.5009	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV22_Mesorhizobium	0.001	-0.4939	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV22_Mesorhizobium	0.001	-0.4558	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV22_Mesorhizobium	0.001	-0.4803	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV22_Mesorhizobium	0.001	-0.5107	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV22_Mesorhizobium	0.001	-0.4346	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV22_Mesorhizobium	0.001	-0.4958	Negative	Strong	Negative_Strong
ASV84_Mesorhizobium	ASV22_Mesorhizobium	0.001	0.6657	Positive	Strong	Positive_Strong
ASV869_ANPR	ASV22_Mesorhizobium	0.001	0.59	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV22_Mesorhizobium	0.001	-0.5141	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV22_Mesorhizobium	0.001	-0.506	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV22_Mesorhizobium	0.002	0.5459	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV22_Mesorhizobium	0.001	-0.5122	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV22_Mesorhizobium	0.002	0.7025	Positive	Strong	Positive_Strong
ASV234_Achromobacter	ASV229_Achromobacter	5e-04	0.5491	Positive	Strong	Positive_Strong
ASV249_Duganella	ASV229_Achromobacter	0.004	0.4912	Positive	Strong	Positive_Strong
ASV315_Duganella	ASV229_Achromobacter	0.002	0.5406	Positive	Strong	Positive_Strong
ASV391_Duganella	ASV229_Achromobacter	0.0014	0.5038	Positive	Strong	Positive_Strong
ASV519_Methylovorus	ASV229_Achromobacter	0.003	0.4892	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV229_Achromobacter	0.004	-0.3911	Negative	Weak	Negative_Weak
ASV70_Caulobacter	ASV229_Achromobacter	5e-04	0.4794	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV229_Achromobacter	0.007	-0.2868	Negative	Weak	Negative_Weak
ASV836_Rhizobacter	ASV229_Achromobacter	5e-04	0.4698	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV231_Mesorhizobium	0.0024	0.5245	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV231_Mesorhizobium	5e-04	0.538	Positive	Strong	Positive_Strong
ASV27_unknown	ASV231_Mesorhizobium	0.001	-0.3813	Negative	Weak	Negative_Weak
ASV3_ANPR	ASV231_Mesorhizobium	0.002	-0.3312	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV231_Mesorhizobium	0.002	-0.3559	Negative	Weak	Negative_Weak
ASV33_ANPR	ASV231_Mesorhizobium	0.001	-0.3547	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV231_Mesorhizobium	0.001	-0.3813	Negative	Weak	Negative_Weak
ASV37_unknown	ASV231_Mesorhizobium	0.001	-0.373	Negative	Weak	Negative_Weak
ASV39_unknown	ASV231_Mesorhizobium	0.004	-0.3236	Negative	Weak	Negative_Weak
ASV41_unknown	ASV231_Mesorhizobium	0.001	-0.4006	Negative	Strong	Negative_Strong
ASV43_unknown	ASV231_Mesorhizobium	5e-04	0.5928	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV231_Mesorhizobium	0.008	-0.2731	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV231_Mesorhizobium	5e-04	0.5312	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV231_Mesorhizobium	5e-04	0.542	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV231_Mesorhizobium	0.005	0.288	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV231_Mesorhizobium	0.001	-0.4154	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV231_Mesorhizobium	0.002	-0.3345	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV231_Mesorhizobium	0.002	-0.303	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV231_Mesorhizobium	0.001	-0.3701	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV231_Mesorhizobium	0.006	-0.2925	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV231_Mesorhizobium	0.002	-0.3329	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV231_Mesorhizobium	0.002	-0.3301	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV231_Mesorhizobium	0.002	-0.3444	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV231_Mesorhizobium	0.001	-0.2943	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV231_Mesorhizobium	0.006	-0.3014	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV231_Mesorhizobium	0.002	-0.3684	Negative	Weak	Negative_Weak
ASV93_ANPR	ASV231_Mesorhizobium	5e-04	0.5145	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV231_Mesorhizobium	0.002	-0.3248	Negative	Weak	Negative_Weak
ASV98_unknown	ASV231_Mesorhizobium	5e-04	0.5751	Positive	Strong	Positive_Strong
ASV249_Duganella	ASV234_Achromobacter	0.004	0.4919	Positive	Strong	Positive_Strong
ASV315_Duganella	ASV234_Achromobacter	0.002	0.4765	Positive	Strong	Positive_Strong
ASV391_Duganella	ASV234_Achromobacter	5e-04	0.515	Positive	Strong	Positive_Strong
ASV519_Methylovorus	ASV234_Achromobacter	0.002	0.4709	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV234_Achromobacter	0.004	-0.3561	Negative	Weak	Negative_Weak
ASV70_Caulobacter	ASV234_Achromobacter	5e-04	0.4856	Positive	Strong	Positive_Strong
